area;Sm;SLbu
3.848367704340438;0.00016195853955249388;0.00015038252877356344
3.8483876686608887;0.00016191821237327033;0.00015034396661321934
3.8484076366809084;0.00016187789160859806;0.00015030540997458636
3.8484276084014812;0.00016183757725982302;0.00015026685885837578
3.8484475838235337;0.00016179726932824757;0.00015022831326512199
3.848467562947934;0.00016175696781510287;0.00015018977319518792
3.848487545775496;0.00016171667272144833;0.00015015123864880152
3.8485075323070204;0.00016167638404814374;0.0001501127096260901
3.8485275225432343;0.00016163610179588584;0.00015007418612706289
3.848547516484859;0.00016159582596524886;0.00015003566815161533
3.848567514132545;0.00016155555655663603;0.00014999715569953312
3.848587515486939;0.00016151529357029962;0.00014995864877048447
3.8486075205486383;0.00016147503700637288;0.00014992014736403786
3.848627529318218;0.00016143478686487324;0.00014988165147965908
3.8486475417962165;0.00016139454314570154;0.0001498431611167334
3.848667557983158;0.00016135430584864998;0.00014980467627459683
3.848687577879534;0.0001613140749734042;0.00014976619695252248
3.848707601485802;0.00016127385051955333;0.00014972772314969757
3.848727628802412;0.00016123363248657323;0.00014968925486523086
3.848747659829772;0.00016119342087381967;0.00014965079209816403
3.848767694568278;0.00016115321568054995;0.00014961233484747595
3.8487877330182902;0.00016111301690591043;0.0001495738831120981
3.848807775180157;0.0001610728245489351;0.00014953543689091576
3.8488278210542;0.00016103263860856688;0.00014949699618276114
3.8488478706407188;0.00016099245908371553;0.00014945856098641692
3.8488679239399906;0.0001609522859732271;0.00014942013130060924
3.8488879809522665;0.00016091211927584087;0.00014938170712400806
3.8489080416777974;0.00016087195899025354;0.00014934328845523943
3.848928106116773;0.0001608318051151211;0.00014930487529289462
3.8489481742694127;0.0001607916576491023;0.00014926646763552032
3.8489682461358714;0.00016075151659087662;0.0001492280654816051
3.848988321716312;0.00016071138193908373;0.0001491896688295939
3.849008401010878;0.00016067125369228352;0.0001491512776779022
3.849028484019681;0.00016063113184896084;0.00014911289202490613
3.849048570742834;0.00016059101640752336;0.00014907451186892804
3.849068661180411;0.00016055090736629077;0.00014903613720826535
3.849088755332486;0.00016051080472352623;0.00014899776804120471
3.8491088531991138;0.00016047070847745787;0.00014895940436600874
3.8491289547803103;0.0001604306186262638;0.00014892104618089696
3.8491490600761114;0.00016039053516803557;0.0001488826934840522
3.849169169086493;0.00016035045810078506;0.0001488443462736644
3.849189281811465;0.00016031038742247807;0.00014880600454792288
3.8492093982509847;0.00016027032313105035;0.00014876766830496666
3.84922951840501;0.00016023026522437748;0.0001487293375428757
3.8492496422734814;0.00016019021370026375;0.0001486910122596902
3.849269769856315;0.00016015016855645055;0.00014865269245342637
3.8492899011534245;0.00016011012979061636;0.0001486143781220643
3.849310036164698;0.00016007009740041489;0.00014857606926353806
3.849330174890016;0.00016003007138349257;0.00014853776587576972
3.849350317329238;0.00015999005173747673;0.00014849946795667077
3.849370463482217;0.00015995003845993387;0.0001484611755041227
3.849390613348787;0.0001599100315483442;0.00014842288851598545
3.849410766928776;0.0001598700310001727;0.00014838460699010222
3.8494309242219975;0.0001598300368129119;0.0001483463309243004
3.84945108522824;0.00015979004898412138;0.0001483080603163944
3.8494712499472907;0.00015975006751138936;0.00014826979516417544
3.8494914183789155;0.00015971009239227818;0.00014823153546541037
3.8495115905228814;0.00015967012362433085;0.00014819328121784905
3.8495317663789237;0.00015963016120503282;0.00014815503241922667
3.8495519459467817;0.00015959020513180063;0.00014811678906726612
3.849572129226165;0.00015955025540199076;0.00014807855115965486
3.8495923162167784;0.00015951031201289864;0.0001480403186940458
3.8496125069183167;0.00015947037496174564;0.0001480020916680929
3.84963270133046;0.00015943044424569084;0.00014796387007944106
3.849652899452872;0.000159390519861853;0.0001479256539257015
3.849673101285203;0.00015935060180728095;0.00014788744320444873
3.8496933068271035;0.00015931069007900484;0.00014784923791323165
3.8497135160782;0.0001592707846740338;0.00014781103804958133
3.849733729038115;0.0001592308855892891;0.00014777284361101612
3.849753945706459;0.00015919099282163515;0.00014773465459503077
3.8497741660828226;0.0001591511063679152;0.00014769647099909615
3.849794390166804;0.0001591112262249693;0.00014765829282068852
3.849814617957971;0.00015907135238961399;0.00014762012005728497
3.849834849455889;0.0001590314848586423;0.00014758195270634506
3.8498550846601236;0.00015899162362881356;0.00014754379076531362
3.8498753235702137;0.00015895176869688886;0.00014750563423163605
3.8498955661857006;0.00015891192005963535;0.0001474674831027485
3.849915812506116;0.0001588720777138071;0.00014742933737605453
3.8499360625309738;0.00015883224165616966;0.00014739119704893522
3.849956316259781;0.00015879241188354143;0.00014735306211874816
3.849976573692045;0.0001587525883927951;0.0001473149325828348
3.8499968348272526;0.00015871277118077626;0.0001472768084385488
3.8500170996648815;0.00015867296024427637;0.00014723868968323733
3.8500373682044153;0.0001586331555800468;0.0001472005763142351
3.850057640445317;0.00015859335718480976;0.00014716246832886654
3.850077916387037;0.00015855356505526828;0.00014712436572443738
3.8500981960290335;0.00015851377918805004;0.00014708626849823755
3.8501184793707344;0.00015847399957971594;0.00014704817664755937
3.8501387664115847;0.00015843422622685324;0.00014701009016969866
3.850159057151003;0.00015839445912603555;0.00014697200906192982
3.850179351588395;0.00015835469827375732;0.00014693393332151065
3.8501996497231756;0.0001583149436664401;0.00014689586294568788
3.8502199515547337;0.00015827519530046738;0.0001468577979317017
3.850240257082457;0.0001582354531722096;0.00014681973827678087
3.8502605663057348;0.0001581957172780535;0.00014678168397814362
3.8502808792239325;0.00015815598761442437;0.00014674363503300205
3.850301195836413;0.00015811626417778243;0.00014670559143855895
3.8503215161425293;0.00015807654696460763;0.00014666755319199716
3.85034184014163;0.00015803683597133273;0.00014662952029047694
3.8503621678330444;0.00015799713119431848;0.00014659149273115214
3.8503824992160953;0.00015795743262992463;0.0001465534705111803
3.850402834290111;0.00015791774027451664;0.00014651545362770967
3.8504231730543927;0.0001578780541244705;0.00014647744207786658
3.850443515508249;0.00015783837417625618;0.0001464394358587467
3.850463861650966;0.0001577987004263826;0.00014640143496742985
3.850484211481839;0.00015775903287134144;0.00014636343940099649
3.8505045650001453;0.0001577193715075988;0.00014632544915651867
